TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_QTY,STORE_ID,STORE_LOCATION,PRODUCT_ID,UNIT_PRICE,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,WEEK,MONTH,REVENUE
107964,2023/05/26,28:58.0,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,2.2
107965,2023/05/26,30:13.0,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,3
107966,2023/05/26,32:42.0,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Friday,May,6
107967,2023/05/26,32:42.0,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Friday,May,0.8
107968,2023/05/26,33:36.0,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Friday,May,10.5
107969,2023/05/26,35:47.0,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Friday,May,9
107970,2023/05/26,35:47.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Friday,May,3
107971,2023/05/26,35:47.0,1,5,Lower Manhattan,83,14,Branded,Housewares,I Need My Bean! Latte cup,Friday,May,14
107972,2023/05/26,37:34.0,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Friday,May,6
107973,2023/05/26,38:42.0,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Friday,May,5
107974,2023/05/26,39:02.0,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Friday,May,7.5
107975,2023/05/26,39:02.0,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Friday,May,0.8
107976,2023/05/26,39:10.0,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Friday,May,6
107977,2023/05/26,39:10.0,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Friday,May,3.5
107978,2023/05/26,40:15.0,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Friday,May,2.45
107979,2023/05/26,40:22.0,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Friday,May,3
107980,2023/05/26,40:59.0,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Friday,May,2
107981,2023/05/26,41:32.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,7.5
107982,2023/05/26,41:32.0,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Friday,May,1.6
107983,2023/05/26,43:01.0,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,6
107984,2023/05/26,43:01.0,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Friday,May,3.75
107985,2023/05/26,45:43.0,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Friday,May,2.2
107986,2023/05/26,45:47.0,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Friday,May,3.75
107987,2023/05/26,46:11.0,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Friday,May,3
107988,2023/05/26,46:54.0,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,2.2
107989,2023/05/26,46:54.0,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Friday,May,3.25
107990,2023/05/26,47:14.0,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,Friday,May,3.75
107991,2023/05/26,48:31.0,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Friday,May,4.75
107992,2023/05/26,48:44.0,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Friday,May,9
107993,2023/05/26,49:42.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Friday,May,5
107994,2023/05/26,49:42.0,1,8,Hell's Kitchen,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast,Friday,May,15
107995,2023/05/26,50:14.0,3,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,6.6
107996,2023/05/26,53:03.0,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Friday,May,2.5
107997,2023/05/26,53:44.0,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Friday,May,5
107998,2023/05/26,53:46.0,3,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Friday,May,6
107999,2023/05/26,53:46.0,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Friday,May,3.5
108000,2023/05/26,53:55.0,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Friday,May,3.75
108001,2023/05/26,54:53.0,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,7.5
108002,2023/05/26,55:26.0,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,7.5
108003,2023/05/26,55:33.0,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Friday,May,3
108004,2023/05/26,55:37.0,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Friday,May,3.5
108005,2023/05/26,55:39.0,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Friday,May,2.5
108006,2023/05/26,55:39.0,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,Friday,May,3.25
108007,2023/05/26,55:39.0,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Espresso Roast,Friday,May,14.75
108008,2023/05/26,55:53.0,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Friday,May,3
108009,2023/05/26,55:53.0,1,5,Lower Manhattan,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Friday,May,7.6
108010,2023/05/26,57:46.0,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,6
108011,2023/05/26,58:12.0,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Friday,May,4.9
108012,2023/05/26,01:15.0,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Friday,May,3
108013,2023/05/26,03:04.0,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,4.4
108014,2023/05/26,03:36.0,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,2.5
108015,2023/05/26,04:14.0,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Friday,May,5
108016,2023/05/26,04:52.0,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Friday,May,2.5
108017,2023/05/26,06:31.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,3
108018,2023/05/26,07:07.0,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,8.5
108019,2023/05/26,07:23.0,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,4.25
108020,2023/05/26,07:29.0,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,5
108021,2023/05/26,07:52.0,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Friday,May,10.5
108022,2023/05/26,09:34.0,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Friday,May,4.75
108023,2023/05/26,10:06.0,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Friday,May,2.5
108024,2023/05/26,10:18.0,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Friday,May,5
108025,2023/05/26,10:33.0,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Friday,May,3
108026,2023/05/26,10:33.0,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Friday,May,3.25
108027,2023/05/26,11:07.0,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,2.2
108028,2023/05/26,11:19.0,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Friday,May,13.5
108029,2023/05/26,11:19.0,1,5,Lower Manhattan,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River,Friday,May,19.75
108030,2023/05/26,12:02.0,3,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Friday,May,9
108031,2023/05/26,12:05.0,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Friday,May,2.5
108032,2023/05/26,13:11.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,3
108033,2023/05/26,13:13.0,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Friday,May,6
108034,2023/05/26,14:08.0,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,7.5
108035,2023/05/26,15:17.0,3,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Friday,May,11.25
108036,2023/05/26,15:17.0,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Friday,May,0.8
108037,2023/05/26,15:32.0,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Friday,May,6
108038,2023/05/26,16:05.0,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Friday,May,3
108039,2023/05/26,17:29.0,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Friday,May,4.4
108040,2023/05/26,18:57.0,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Friday,May,6.6
108041,2023/05/26,19:17.0,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Friday,May,4.4
108042,2023/05/26,19:22.0,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Friday,May,6
108043,2023/05/26,20:06.0,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Friday,May,2.5
108044,2023/05/26,20:17.0,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Friday,May,5
108045,2023/05/26,21:05.0,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,2.2
108046,2023/05/26,21:27.0,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Friday,May,6
108047,2023/05/26,21:28.0,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Friday,May,6
108048,2023/05/26,21:34.0,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Friday,May,7
108049,2023/05/26,22:59.0,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Friday,May,3.5
108050,2023/05/26,23:32.0,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,3
108051,2023/05/26,24:32.0,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Friday,May,6
108052,2023/05/26,24:32.0,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Friday,May,3.25
108053,2023/05/26,24:53.0,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Friday,May,3
108054,2023/05/26,24:53.0,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Friday,May,3.75
108055,2023/05/26,24:58.0,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,5
108056,2023/05/26,25:39.0,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Friday,May,7
108057,2023/05/26,25:39.0,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Friday,May,4.5
108058,2023/05/26,26:47.0,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,5
108059,2023/05/26,26:47.0,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Friday,May,3.75
108060,2023/05/26,27:37.0,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,6
108061,2023/05/26,27:55.0,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Friday,May,7
108062,2023/05/26,28:02.0,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Friday,May,3
108063,2023/05/26,29:42.0,3,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Friday,May,9
108064,2023/05/26,30:29.0,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Friday,May,3
108065,2023/05/26,30:29.0,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Friday,May,3.5
108066,2023/05/26,31:29.0,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Friday,May,3.5
108067,2023/05/26,32:40.0,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Friday,May,5
108068,2023/05/26,33:24.0,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Friday,May,3
108069,2023/05/26,33:40.0,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Friday,May,4.5
108070,2023/05/26,33:50.0,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,2.5
108071,2023/05/26,34:13.0,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,4.4
108072,2023/05/26,36:49.0,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Friday,May,2.5
108073,2023/05/26,37:04.0,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Friday,May,5
108074,2023/05/26,37:10.0,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Friday,May,4
108075,2023/05/26,37:12.0,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Friday,May,9
108076,2023/05/26,37:52.0,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Friday,May,2
108077,2023/05/26,38:48.0,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Friday,May,3
108078,2023/05/26,39:36.0,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Friday,May,3
108079,2023/05/26,40:13.0,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Friday,May,7
108080,2023/05/26,40:13.0,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Friday,May,3.25
108081,2023/05/26,40:16.0,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,8.5
108082,2023/05/26,40:16.0,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,Friday,May,0.8
108083,2023/05/26,41:05.0,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Friday,May,2.5
108084,2023/05/26,41:05.0,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Friday,May,3.5
108085,2023/05/26,41:18.0,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Friday,May,5
108086,2023/05/26,41:53.0,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,12.75
108087,2023/05/26,41:53.0,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,Friday,May,1.6
108088,2023/05/26,41:53.0,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Friday,May,3.25
108089,2023/05/26,42:14.0,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Friday,May,2.5
108090,2023/05/26,42:53.0,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Friday,May,4.75
108091,2023/05/26,43:17.0,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Friday,May,3.75
108092,2023/05/26,43:22.0,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Friday,May,2.5
108093,2023/05/26,43:25.0,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Friday,May,4.25
108094,2023/05/26,43:37.0,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,6
108095,2023/05/26,44:06.0,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Friday,May,2.2
108096,2023/05/26,44:31.0,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Friday,May,3.75
108097,2023/05/26,44:31.0,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Friday,May,1.6
108098,2023/05/26,44:40.0,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,6
108099,2023/05/26,45:48.0,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Friday,May,2.5
108100,2023/05/26,46:12.0,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Friday,May,7
108101,2023/05/26,46:28.0,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Friday,May,6.2
108102,2023/05/26,46:56.0,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Friday,May,3.75
108103,2023/05/26,47:06.0,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Friday,May,5.1
108104,2023/05/26,47:13.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,3
108105,2023/05/26,47:38.0,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,6
108106,2023/05/26,48:12.0,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Friday,May,3.1
108107,2023/05/26,48:48.0,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Friday,May,2
108108,2023/05/26,52:06.0,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Friday,May,5
108109,2023/05/26,52:08.0,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,5
108110,2023/05/26,52:38.0,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Friday,May,10.5
108111,2023/05/26,52:38.0,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Friday,May,3.25
108112,2023/05/26,52:54.0,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Friday,May,3.75
108113,2023/05/26,52:54.0,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Friday,May,3.25
108114,2023/05/26,55:06.0,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,4.25
108115,2023/05/26,56:23.0,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Friday,May,4
108116,2023/05/26,56:48.0,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Friday,May,3
108117,2023/05/26,57:44.0,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Friday,May,3
108118,2023/05/26,57:50.0,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Friday,May,4
108119,2023/05/26,58:44.0,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Friday,May,8.5
108120,2023/05/26,58:44.0,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,Friday,May,0.8
108121,2023/05/26,58:54.0,3,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Friday,May,7.5
108122,2023/05/26,00:06.0,3,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,9
108123,2023/05/26,00:53.0,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Friday,May,6
108124,2023/05/26,01:25.0,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Friday,May,6
108125,2023/05/26,01:30.0,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Friday,May,4
108126,2023/05/26,01:30.0,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Friday,May,3.5
108127,2023/05/26,01:59.0,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Friday,May,5.1
108128,2023/05/26,02:07.0,3,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Friday,May,9
108129,2023/05/26,02:46.0,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Friday,May,2.55
108130,2023/05/26,02:46.0,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Friday,May,3.5
108131,2023/05/26,03:29.0,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Friday,May,2.5
108132,2023/05/26,03:29.0,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Friday,May,3.5
108133,2023/05/26,03:42.0,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,3.75
108134,2023/05/26,03:42.0,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Friday,May,1.6
108135,2023/05/26,04:07.0,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Friday,May,5
108136,2023/05/26,04:35.0,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Friday,May,2.1
108137,2023/05/26,04:35.0,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Friday,May,3.25
108138,2023/05/26,06:31.0,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Friday,May,5
108139,2023/05/26,07:02.0,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Friday,May,4
108140,2023/05/26,07:02.0,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,Friday,May,3
108141,2023/05/26,07:55.0,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Friday,May,4.5
108142,2023/05/26,07:55.0,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Friday,May,4.5
108143,2023/05/26,08:19.0,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Friday,May,9.5
108144,2023/05/26,08:51.0,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Friday,May,3.75
108145,2023/05/26,09:41.0,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Friday,May,6
108146,2023/05/26,10:15.0,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Friday,May,5
108147,2023/05/26,10:35.0,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Friday,May,3.5
108148,2023/05/26,10:40.0,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Friday,May,6
108149,2023/05/26,10:40.0,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Friday,May,3.5
108150,2023/05/26,10:42.0,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Friday,May,3.75
108151,2023/05/26,10:55.0,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Friday,May,2.2
108152,2023/05/26,12:14.0,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Friday,May,3.75
108153,2023/05/26,12:14.0,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Friday,May,0.8
108154,2023/05/26,12:14.0,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,Friday,May,3.75
108155,2023/05/26,13:43.0,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Friday,May,6
108156,2023/05/26,14:15.0,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Friday,May,5
108157,2023/05/26,14:49.0,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Friday,May,7.5
108158,2023/05/26,15:04.0,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Friday,May,4.9
108159,2023/05/26,16:59.0,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Friday,May,5
108160,2023/05/26,16:59.0,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,Friday,May,3.5
108161,2023/05/26,17:05.0,1,8,Hell's Kitchen,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Friday,May,7.6
108162,2023/05/26,17:08.0,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Friday,May,3.5
108163,2023/05/26,18:01.0,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Friday,May,8
108164,2023/05/26,18:06.0,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Friday,May,7.5
108165,2023/05/26,18:06.0,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Friday,May,3.5
108166,2023/05/26,19:05.0,3,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Friday,May,9
108167,2023/05/26,19:05.0,1,5,Lower Manhattan,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,Friday,May,10.95
